uno;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos
17971;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9393;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17972;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9394;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
17973;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9395;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17974;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9396;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17975;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;9397;26;25000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17976;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9398;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
17977;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9399;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17978;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9400;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17979;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9401;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17980;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;9402;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
17981;05/02/2021;28/02/2021;31492;0;0;3992;35484;;;due;9403;26;10484;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
17982;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9404;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
17983;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9405;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
17984;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9406;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17985;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9407;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17986;05/02/2021;28/02/2021;28341;0;0;3992;32333;Cash;;partial;9408;26;47667;2;yes;0;%;Villanueva;Television;10Megas;no;2;no;Activo;0;0
17987;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9409;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17988;05/02/2021;28/02/2021;63375;0;0;3992;67367;;;due;9410;26;42367;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
17989;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9411;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17990;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9412;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17991;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9413;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
17992;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;9414;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
17993;05/02/2021;28/02/2021;54073;0;0;3992;58065;;;due;9415;26;33065;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
17994;05/02/2021;28/02/2021;106008;0;0;3992;110000;;;due;9416;26;55000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17995;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9417;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17996;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9418;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
17997;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9419;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
17998;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9420;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
17999;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9421;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18000;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9422;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18001;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9423;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18002;05/02/2021;28/02/2021;71008;0;0;3992;75000;Cash;;partial;9424;26;5000;2;yes;0;%;Villanueva;Television;10Megas;no;2;no;Activo;0;0
18003;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9425;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18004;05/02/2021;28/02/2021;3266;0;0;3992;7258;Cash;;partial;9426;26;17742;1;yes;0;%;Villanueva;Television;no;no;2;no;Activo;0;0
18005;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9427;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18006;05/02/2021;28/02/2021;65675;0;0;3992;69667;;;due;9428;26;24667;3;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18007;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9429;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18008;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9430;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18009;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9431;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18010;05/02/2021;28/02/2021;77943;0;0;3992;81935;;;due;9432;26;26935;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18011;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9433;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18012;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;9434;26;0;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
18013;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9435;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18014;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9436;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18015;05/02/2021;28/02/2021;62352;0;0;3992;66344;;;due;9437;26;41344;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18016;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9438;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18017;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;9439;26;12000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18018;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9440;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18019;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9441;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18020;05/02/2021;28/02/2021;81841;0;0;3992;85833;;;due;9442;26;60833;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18021;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9443;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18022;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9444;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18023;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9445;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18024;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9446;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18025;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9447;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18026;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9448;26;20000;3;yes;0;%;Villanueva;Television;3Megas;no;2;no;Activo;0;0
18027;05/02/2021;28/02/2021;61008;0;0;3992;65000;;;due;9449;26;10000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18028;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9450;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18029;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9451;26;20000;3;yes;0;%;Villanueva;Television;3Megas;no;2;no;Activo;0;0
18030;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9452;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18031;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9453;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18032;05/02/2021;28/02/2021;82782;0;0;3992;86774;;;due;9454;26;31774;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18033;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9455;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18034;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9456;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18035;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9457;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18036;05/02/2021;28/02/2021;106008;0;0;3992;110000;;;due;9458;26;55000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18037;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9459;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18038;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;9460;26;12000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18039;05/02/2021;28/02/2021;58777;0;0;3992;62769;;;due;9461;26;37769;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18040;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9462;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18041;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;9463;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18042;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9464;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18043;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9465;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18044;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9466;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18045;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9467;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18046;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9468;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18047;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9469;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18048;05/02/2021;28/02/2021;96008;0;0;3992;100000;;;due;9470;26;55000;3;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18049;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9471;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18050;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9472;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18051;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9473;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18052;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;9474;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18053;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9475;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18054;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;9476;26;25000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18055;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9477;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18056;05/02/2021;28/02/2021;90524;0;0;3992;94516;;;due;9478;26;39516;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18057;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;9479;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18058;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9480;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18059;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9481;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18060;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9482;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18061;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9483;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18062;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9484;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18063;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9485;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18064;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9486;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18065;05/02/2021;28/02/2021;51008;0;0;3992;55000;Cash;;partial;9487;26;25000;2;yes;0;%;Villanueva;Television;10Megas;no;2;no;Activo;0;0
18066;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9488;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18067;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9489;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18068;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9490;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18069;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9491;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18070;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9492;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18071;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9493;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18072;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9494;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18073;05/02/2021;28/02/2021;61008;0;0;3992;65000;;;due;9495;26;20000;3;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18074;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9496;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18075;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;9497;26;25000;1;yes;0;%;Villanueva;Television;no;no;2;no;Activo;0;0
18076;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9498;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18077;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9499;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18078;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9500;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18079;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9501;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18080;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9502;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18081;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9503;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18082;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9504;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18083;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9505;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18084;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9506;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18085;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9507;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18086;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9508;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18087;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9509;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18088;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9510;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18089;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9511;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18090;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9512;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18091;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9513;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18092;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9514;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18093;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9515;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18094;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9516;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18095;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9517;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18096;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9518;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18097;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9519;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18098;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9520;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18099;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9521;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18100;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9522;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18101;05/02/2021;28/02/2021;45911;0;0;3992;49903;;;due;9523;26;24903;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18102;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9524;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18103;05/02/2021;28/02/2021;87298;0;0;3992;91290;;;due;9525;26;36290;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18104;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9526;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18105;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9527;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18106;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9528;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18107;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9529;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18108;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9530;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18109;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9531;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18110;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;9532;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18111;05/02/2021;28/02/2021;25395;0;0;3992;29387;;;due;9533;26;4387;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18112;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9534;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18113;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9535;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18114;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9536;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18115;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9537;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18116;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9538;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18117;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9539;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18118;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9540;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18119;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9541;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18120;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;9542;26;0;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
18121;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;9543;26;25000;1;yes;0;%;Villanueva;Television;no;no;2;no;Activo;0;0
18122;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9544;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18123;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9545;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18124;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9546;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18125;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9547;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18126;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;9548;26;0;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
18127;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9549;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18128;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;9550;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18129;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9551;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18130;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9552;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18131;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9553;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18132;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9554;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18133;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9555;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18134;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9556;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18135;05/02/2021;28/02/2021;30141;0;0;3992;34133;;;due;9557;26;9133;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18136;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9558;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18137;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9559;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18138;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;9560;26;0;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
18139;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9561;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18140;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;9562;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18141;05/02/2021;28/02/2021;106008;0;0;3992;110000;;;due;9563;26;30000;3;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
18142;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9564;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18143;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9565;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18144;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9566;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18145;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9567;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18146;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9568;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18147;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;9569;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18148;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9570;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18149;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9571;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18150;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9572;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18151;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9573;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18152;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9574;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
