tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo;puntos;term;rec;ron;multi
10279;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5021;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10280;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5022;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10281;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5731;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10282;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5023;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10283;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5025;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10284;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5026;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10285;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5027;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10286;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5028;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10287;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5029;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10288;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5732;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10289;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5030;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10290;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5031;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10291;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5733;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10292;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5734;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10293;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5032;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10294;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5033;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10295;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5736;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10296;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5034;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10297;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5737;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10298;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5035;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10299;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5036;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10300;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5037;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10301;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5038;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10302;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5738;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10303;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5039;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10304;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5040;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10305;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5041;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10306;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5739;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10307;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5740;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10308;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5741;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10309;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5043;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10310;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5044;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10311;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5742;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10312;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5045;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10313;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5046;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10314;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5047;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10315;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5048;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10316;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5049;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10317;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5744;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10318;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5050;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10319;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5051;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10320;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5052;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10321;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5745;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10322;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5746;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10323;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5054;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10324;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5055;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10325;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5056;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10326;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5747;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10327;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5057;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10328;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5058;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10329;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5059;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10330;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5060;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10331;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5061;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10332;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5062;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10333;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5063;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10334;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5064;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10335;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5065;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10336;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5066;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10337;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5067;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10338;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5068;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10339;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5069;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10340;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5070;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10341;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5071;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10342;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5072;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10343;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5073;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10344;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5074;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10345;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5076;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10346;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5078;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10347;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5079;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10348;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5080;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10349;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5081;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10350;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5082;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10351;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5083;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10352;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5084;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10353;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5085;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10354;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5086;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10355;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5087;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10356;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5088;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10357;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5089;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10358;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5090;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10359;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5091;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10360;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5092;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10361;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5093;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10362;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5094;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10363;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5095;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10364;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5096;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10365;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5097;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10366;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5099;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10367;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5100;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10368;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5101;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10369;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5102;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10370;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5103;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10371;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5104;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10372;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5105;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10373;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5748;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10374;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5106;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10375;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5107;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10376;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5108;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10377;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5109;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10378;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5110;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10379;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5111;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10380;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5112;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10381;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5113;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10382;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5114;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10383;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5115;8;0;2;yes;0;%;Monterrey;Television;3Megas;0;0;no;Activo;0
10384;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5116;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10385;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5117;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10386;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5118;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10387;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5119;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10388;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5120;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10389;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5121;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10390;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5122;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10391;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5123;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10392;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5124;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10393;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5125;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10394;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5126;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10395;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5127;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10396;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5128;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10397;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5129;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10398;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5130;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10399;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5131;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10400;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5132;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10401;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5133;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10402;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5134;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10403;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5135;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10404;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5136;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10405;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5137;8;0;2;yes;0;%;Monterrey;Television;3Megas;0;0;no;Activo;0
10406;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5138;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10407;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5139;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10408;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5140;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10409;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5141;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10410;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5142;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10411;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5144;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10412;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5145;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10413;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5146;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10414;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5147;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10415;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5148;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10416;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5149;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10417;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5150;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10418;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5151;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10419;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5152;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10420;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5153;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10421;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5154;8;0;1;yes;0;%;Monterrey;Television;no;0;0;no;Activo;0
10422;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5155;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10423;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5156;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10424;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5157;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10425;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5158;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10426;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5159;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10427;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5160;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10428;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5161;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10429;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5162;8;0;2;yes;0;%;Monterrey;Television;3Megas;0;0;no;Activo;0
10430;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5163;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10431;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5164;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10432;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5165;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10433;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5166;8;0;1;yes;0;%;Monterrey;Television;no;0;0;no;Activo;0
10434;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5167;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10435;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5168;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10436;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5169;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10437;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5170;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10438;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5171;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10439;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5172;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10440;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5173;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10441;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5174;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10442;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5175;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10443;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5176;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10444;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5177;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10445;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5178;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10446;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5179;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10447;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5180;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10448;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5181;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10449;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5182;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10450;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5183;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10451;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5184;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10452;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5185;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10453;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5186;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10454;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5749;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10455;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5188;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10456;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5189;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10457;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5190;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10458;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5191;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10459;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5192;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10460;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5193;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10461;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5195;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10462;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5196;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10463;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5198;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10464;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5199;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10465;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5200;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10466;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5201;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10467;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5202;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
