tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo ;punto;term;rec;ron;multi;saldo anterior ;;;
19808;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11219;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19809;05/02/2021;28/02/2021;60282;0;0;3992;64274;;;due;11220;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;39274;;;
19810;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;11221;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;25000;;;
19811;05/02/2021;28/02/2021;85605;0;0;3992;89597;;;due;11222;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;64597;;;
19812;05/02/2021;28/02/2021;108105;0;0;3992;112097;;;due;11223;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;87097;;;
19813;05/02/2021;28/02/2021;84341;0;0;3992;88333;;;due;11224;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;63333;;;
19814;05/02/2021;28/02/2021;30685;0;0;3992;34677;;;due;11225;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;9677;;;
19815;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;11226;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;25000;;;
19816;05/02/2021;28/02/2021;52008;0;0;3992;56000;;;due;11227;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;31000;;;
19817;05/02/2021;28/02/2021;84718;0;0;3992;88710;;;due;11228;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;63710;;;
19818;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;11229;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;11000;;;
19819;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11230;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19820;05/02/2021;28/02/2021;104852;0;0;3992;108844;;;due;11231;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;53844;;;
19821;05/02/2021;28/02/2021;37137;0;0;3992;41129;;;due;11232;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;16129;;;
19822;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11233;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19823;05/02/2021;28/02/2021;50008;0;0;3992;54000;;;due;11234;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;29000;;;
19824;05/02/2021;28/02/2021;38008;0;0;3992;42000;;;due;11235;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;17000;;;
19825;05/02/2021;28/02/2021;65363;0;0;3992;69355;;;due;11236;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;44355;;;
19826;05/02/2021;28/02/2021;31608;0;0;3992;35600;;;due;11237;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;10600;;;
19827;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11238;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19828;05/02/2021;28/02/2021;49234;0;0;3992;53226;;;due;11239;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;28226;;;
19829;05/02/2021;28/02/2021;58911;0;0;3992;62903;;;due;11240;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;37903;;;
19830;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11241;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19831;05/02/2021;28/02/2021;124341;0;0;3992;128333;;;due;11242;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;73333;;;
19832;05/02/2021;28/02/2021;47008;0;0;3992;51000;;;due;11243;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;26000;;;
19833;05/02/2021;28/02/2021;53266;0;0;3992;57258;;;due;11244;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;32258;;;
19834;05/02/2021;28/02/2021;39341;0;0;3992;43333;;;due;11245;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;18333;;;
19835;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;11246;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;50000;;;
19836;05/02/2021;28/02/2021;90363;0;0;3992;94355;;;due;11247;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;49355;;;
19837;05/02/2021;28/02/2021;44395;0;0;3992;48387;;;due;11248;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;23387;;;
19838;05/02/2021;28/02/2021;53266;0;0;3992;57258;;;due;11249;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;32258;;;
19839;05/02/2021;28/02/2021;113105;0;0;3992;117097;;;due;11250;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;62097;;;
19840;05/02/2021;28/02/2021;70927;0;0;3992;74919;;;due;11251;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;49919;;;
19841;05/02/2021;28/02/2021;68589;0;0;3992;72581;;;due;11252;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;47581;;;
19842;05/02/2021;28/02/2021;68589;0;0;3992;72581;;;due;11253;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;47581;;;
19843;05/02/2021;28/02/2021;37137;0;0;3992;41129;;;due;11254;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;16129;;;
19844;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11255;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19845;05/02/2021;28/02/2021;34718;0;0;3992;38710;;;due;11256;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;13710;;;
19846;05/02/2021;28/02/2021;61895;0;0;3992;65887;;;due;11257;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;40887;;;
19847;05/02/2021;28/02/2021;94341;0;0;3992;98333;;;due;11258;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;73333;;;
19848;05/02/2021;28/02/2021;66698;0;0;3992;70690;;;due;11259;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;45690;;;
19849;05/02/2021;28/02/2021;96008;0;0;3992;100000;;;due;11260;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;75000;;;
19850;05/02/2021;28/02/2021;106008;0;0;3992;110000;;;due;11261;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;85000;;;
19851;05/02/2021;28/02/2021;36008;0;0;3992;40000;;;due;11262;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;15000;;;
19852;05/02/2021;28/02/2021;92782;0;0;3992;96774;;;due;11263;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;71774;;;
19853;05/02/2021;28/02/2021;66008;0;0;3992;70000;;;due;11264;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;25000;;;
19854;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;11265;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;11000;;;
19855;05/02/2021;28/02/2021;52702;0;0;3992;56694;;;due;11266;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;31694;;;
19856;05/02/2021;28/02/2021;93508;0;0;3992;97500;;;due;11267;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;72500;;;
19857;05/02/2021;28/02/2021;75847;0;0;3992;79839;;;due;11268;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;54839;;;
19858;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11269;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19859;05/02/2021;28/02/2021;36841;0;0;3992;40833;;;due;11270;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;15833;;;
19860;05/02/2021;28/02/2021;83105;0;0;3992;87097;;;due;11271;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;62097;;;
19861;05/02/2021;28/02/2021;71841;0;0;3992;75833;;;due;11272;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;50833;;;
19862;05/02/2021;28/02/2021;70175;0;0;3992;74167;;;due;11273;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;49167;;;
19863;05/02/2021;28/02/2021;44601;0;0;3992;48593;;;due;11274;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;23593;;;
19864;05/02/2021;28/02/2021;63508;0;0;3992;67500;;;due;11275;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;42500;;;
19865;05/02/2021;28/02/2021;103427;0;0;3992;107419;;;due;11276;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;62419;;;
19866;05/02/2021;28/02/2021;121976;0;0;3992;125968;;;due;11277;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;70968;;;
19867;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11278;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19868;05/02/2021;28/02/2021;37137;0;0;3992;41129;;;due;11279;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;16129;;;
19869;05/02/2021;28/02/2021;-57;0;0;0;-57;Cash;;paid;11280;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25057;;;
19870;05/02/2021;28/02/2021;62110;0;0;3992;66102;;;due;11281;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;41102;;;
19871;05/02/2021;28/02/2021;42030;0;0;3992;46022;;;due;11282;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;21022;;;
19872;05/02/2021;28/02/2021;72621;0;0;3992;76613;;;due;11283;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;51613;;;
19873;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11284;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19874;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;11285;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;20000;;;
19875;05/02/2021;28/02/2021;49345;0;0;3992;53337;;;due;11286;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;28337;;;
19876;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11287;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19877;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11288;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19878;05/02/2021;28/02/2021;63374;0;0;3992;67366;;;due;11289;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;42366;;;
19879;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11290;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
19880;05/02/2021;28/02/2021;147508;0;0;3992;151500;;;due;11291;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;106500;;;
19881;05/02/2021;28/02/2021;52560;0;0;3992;56552;;;due;11292;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;31552;;;
19882;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11293;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19883;05/02/2021;28/02/2021;66008;0;0;3992;70000;;;due;11294;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;45000;;;
19884;05/02/2021;28/02/2021;63427;0;0;3992;67419;;;due;11295;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;12419;;;
19885;05/02/2021;28/02/2021;70202;0;0;3992;74194;;;due;11296;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;49194;;;
19886;05/02/2021;28/02/2021;60175;0;0;3992;64167;;;due;11297;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;39167;;;
19887;05/02/2021;28/02/2021;94916;0;0;3992;98908;;;due;11298;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;73908;;;
19888;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11299;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19889;05/02/2021;28/02/2021;40175;0;0;3992;44167;;;due;11300;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;19167;;;
19890;05/02/2021;28/02/2021;50008;0;0;3992;54000;;;due;11301;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;29000;;;
19891;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;11302;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;35000;;;
19892;05/02/2021;28/02/2021;92675;0;0;3992;96667;;;due;11303;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;71667;;;
19893;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;11304;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;35000;;;
19894;05/02/2021;28/02/2021;21841;0;0;3992;25833;;;due;11305;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;833;;;
19895;05/02/2021;28/02/2021;55074;0;0;3992;59066;;;due;11306;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;34066;;;
19896;05/02/2021;28/02/2021;72675;0;0;3992;76667;;;due;11307;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;51667;;;
19897;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11308;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19898;05/02/2021;28/02/2021;69395;0;0;3992;73387;;;due;11309;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;48387;;;
19899;05/02/2021;28/02/2021;91976;0;0;3992;95968;;;due;11310;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;70968;;;
19900;05/02/2021;28/02/2021;71175;0;0;3992;75167;;;due;11311;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;20167;;;
19901;05/02/2021;28/02/2021;59341;0;0;3992;63333;;;due;11312;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;38333;;;
19902;05/02/2021;28/02/2021;109341;0;0;3992;113333;;;due;11313;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;88333;;;
19903;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11314;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19904;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11315;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19905;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11316;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19906;05/02/2021;28/02/2021;118024;0;0;3992;122016;;;due;11317;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;97016;;;
19907;05/02/2021;28/02/2021;60161;0;0;0;60161;;;due;11318;8;;2;yes;0;%;Villanueva;Television;10MegasV;no;0;no;Cortado;0;-19839;;;
19908;05/02/2021;28/02/2021;84801;0;0;3992;88793;;;due;11319;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;63793;;;
19909;05/02/2021;28/02/2021;99825;0;0;3992;103817;;;due;11320;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;78817;;;
19910;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11321;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
19911;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11322;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19912;05/02/2021;28/02/2021;60663;0;0;3992;64655;;;due;11323;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;39655;;;
19913;05/02/2021;28/02/2021;61841;0;0;3992;65833;;;due;11324;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;40833;;;
19914;05/02/2021;28/02/2021;77008;0;0;3992;81000;;;due;11325;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;26000;;;
19915;05/02/2021;28/02/2021;44395;0;0;3992;48387;;;due;11326;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;23387;;;
19916;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11327;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19917;05/02/2021;28/02/2021;80202;0;0;3992;84194;;;due;11328;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;39194;;;
19918;05/02/2021;28/02/2021;56035;0;0;3992;60027;;;due;11329;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;35027;;;
19919;05/02/2021;28/02/2021;41169;0;0;3992;45161;;;due;11330;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;20161;;;
19920;05/02/2021;28/02/2021;50847;0;0;3992;54839;;;due;11331;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;29839;;;
19921;05/02/2021;28/02/2021;74841;0;0;3992;78833;;;due;11332;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;23833;;;
19922;05/02/2021;28/02/2021;41976;0;0;3992;45968;;;due;11333;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;20968;;;
19923;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;11334;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;50000;;;
19924;05/02/2021;28/02/2021;15000;0;0;0;15000;;;due;11335;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-10000;;;
19925;05/02/2021;28/02/2021;124341;0;0;3992;128333;;;due;11336;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;73333;;;
19926;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11337;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
19927;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11338;8;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;-55000;;;
19928;05/02/2021;28/02/2021;91976;0;0;3992;95968;;;due;11339;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;70968;;;
19929;05/02/2021;28/02/2021;100175;0;0;3992;104167;;;due;11340;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;79167;;;
19930;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11341;8;;2;yes;0;%;Villanueva;Television;10MegasV;no;0;no;Cortado;0;-80000;;;
19931;05/02/2021;28/02/2021;-2419;0;0;0;-2419;Cash;;paid;11342;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-27419;;;
19932;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11343;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19933;05/02/2021;28/02/2021;66814;0;0;3992;70806;;;due;11344;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;45806;;;
19934;05/02/2021;28/02/2021;83911;0;0;3992;87903;;;due;11345;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;62903;;;
19935;05/02/2021;28/02/2021;76675;0;0;3992;80667;;;due;11346;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;25667;;;
19936;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11347;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19937;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11348;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
19938;05/02/2021;28/02/2021;66976;0;0;3992;70968;;;due;11349;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;45968;;;
19939;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11350;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19940;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11351;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19941;05/02/2021;28/02/2021;-33;0;0;0;-33;Cash;;paid;11352;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25033;;;
19942;05/02/2021;28/02/2021;9140;0;0;0;9140;;;due;11353;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-15860;;;
19943;05/02/2021;28/02/2021;87026;0;0;3992;91018;;;due;11354;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;66018;;;
19944;05/02/2021;28/02/2021;104718;0;0;3992;108710;;;due;11355;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;83710;;;
19945;05/02/2021;28/02/2021;36841;0;0;3992;40833;;;due;11356;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;15833;;;
19946;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11357;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19947;05/02/2021;28/02/2021;41169;0;0;3992;45161;;;due;11358;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;20161;;;
19948;05/02/2021;28/02/2021;60524;0;0;3992;64516;;;due;11359;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;39516;;;
19949;05/02/2021;28/02/2021;60089;0;0;3992;64081;;;due;11360;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;39081;;;
19950;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11361;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19951;05/02/2021;28/02/2021;84495;0;0;3992;88487;;;due;11362;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;63487;;;
19952;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11363;8;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;-55000;;;
19953;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;11364;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;25000;;;
19954;05/02/2021;28/02/2021;63669;0;0;3992;67661;;;due;11365;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;42661;;;
19955;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;11366;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;25000;;;
19956;05/02/2021;28/02/2021;73539;0;0;3992;77531;;;due;11367;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;52531;;;
19957;05/02/2021;28/02/2021;107330;0;0;3992;111322;;;due;11368;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;86322;;;
19958;05/02/2021;28/02/2021;92782;0;0;3992;96774;;;due;11369;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;71774;;;
19959;05/02/2021;28/02/2021;107330;0;0;3992;111322;;;due;11370;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;86322;;;
19960;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11371;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19961;05/02/2021;28/02/2021;91976;0;0;3992;95968;;;due;11372;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;70968;;;
19962;05/02/2021;28/02/2021;50179;0;0;3992;54171;;;due;11373;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;29171;;;
19963;05/02/2021;28/02/2021;42675;0;0;3992;46667;;;due;11374;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;21667;;;
19964;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11375;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19965;05/02/2021;28/02/2021;55175;0;0;3992;59167;;;due;11376;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;34167;;;
19966;05/02/2021;28/02/2021;60175;0;0;3992;64167;;;due;11377;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;39167;;;
19967;05/02/2021;28/02/2021;122148;0;0;3992;126140;;;due;11378;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;101140;;;
19968;05/02/2021;28/02/2021;95202;0;0;3992;99194;;;due;11379;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;74194;;;
19969;05/02/2021;28/02/2021;30175;0;0;3992;34167;;;due;11380;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;9167;;;
19970;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11381;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19971;05/02/2021;28/02/2021;58508;0;0;3992;62500;;;due;11382;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;37500;;;
19972;05/02/2021;28/02/2021;63427;0;0;3992;67419;;;due;11383;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;22419;;;
19973;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11384;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19974;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;11385;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;12000;;;
19975;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11386;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19976;05/02/2021;28/02/2021;127298;0;0;3992;131290;;;due;11387;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;76290;;;
19977;05/02/2021;28/02/2021;71841;0;0;3992;75833;;;due;11388;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;50833;;;
19978;05/02/2021;28/02/2021;51492;0;0;3992;55484;;;due;11389;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;30484;;;
19979;05/02/2021;28/02/2021;15968;0;0;0;15968;;;due;11390;8;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;-29032;;;
19980;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11391;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
